StrongsNumber,GreekWord,Definition
G4902,sunepomai/soon-ep'-om-ahee,middle voice from 4862 and a primary hepo (to follow); to attend (travel) in company with:--accompany. see G4862
G4903,sunergeo/soon-erg-eh'-o,"from 4904; to be a fellow-worker, i.e. co-operate:--help (work) with, work(-er) together. see G4904"
G4904,sunergos/soon-er-gos',"from a  presumed compound of 4862 and the base of 2041; a co-laborer, i.e. coadjutor:--companion in labour, (fellow-)helper(-labourer, -worker), labourer together with, workfellow. see G4862 see G2041"
G4905,sunerchomai/soon-er'-khom-ahee,"from 4862 and 2064; to convene, depart in company with, associate with, or (specially), cohabit (conjugally):--accompany, assemble (with), come (together), come (company, go) with, resort. see G4862 see G2064"
G4916,sunthapto/soon-thap'-to,"from 4862 and 2290; to inter in company with, i.e. (figuratively) to assimilate spiritually (to Christ by a sepulture as to sin):--bury with. see G4862 see G2290"
G4917,sunthlao/soon-thlah'-o,"from 4862 and thlao (to crush); to dash together, i.e. shatter:-- break. see G4862"
G4918,sunthlibo/soon-thlee'-bo,"from 4862 and 2346; to compress, i.e. crowd on all sides:-- throng. see G4862 see G2346"
G4919,sunthrupto/soon-throop'-to,"from 4862 and thrupto (to crumble); to crush together, i.e. (figuratively) to dispirit:--break. see G4862"
G4920,suniemi/soon-ee'-ay-mee,"from 4862 and hiemi (to send); to put together, i.e. (mentally) to comprehend; by implication, to act piously:-- consider, understand, be wise. see G4862"
G4921,"sunistao/soon-is-tah'-o, or (strengthened",") sunistemi soon-is'-tay-mee from 4862 and 2476 (including its collateral forms); to set together, i.e. (by implication) to introduce (favorably), or (figuratively) to exhibit; intransitively, to stand near, or (figuratively) to constitute:--approve, commend, consist, make, stand (with). see G4862 see G2476"
G4922,sunodeuo/soon-od-yoo'-o,from 4862 and 3593; to travel in company with:--journey with. see G4862 see G3593
G4923,sunodia/soon-od-ee'-ah,"from a compound of 4862 and 3598 (""synod""); companionship on a journey, i.e. (by implication), a caravan:--company. see G4862 see G3598"
G4924,sunoikeo/soon-oy-keh'-o,from 4862 and 3611; to reside together (as a family):--dwell together. see G4862 see G3611
G4925,sunoikodomeo/soon-oy-kod-om-eh'-o,"from 4862 and 3618; to construct, i.e. (passively) to compose (in company with other Christians, figuratively):--build together. see G4862 see G3618"
G4926,sunomileo/soon-om-il-eh'-o,from 4862 and 3656; to converse mutually:--talk with. see G4862 see G3656
G4938,suntrimma/soon-trim'-mah,"from 4937; concussion or utter fracture (properly, concretely), i.e. complete ruin:--destruction. see G4937"
G4939,suntrophos/soon'-trof-os,"from 4862 and 5162 (in a passive sense); a fellow-nursling, i.e. comrade:--brought up with. see G4862 see G5162"
G4940,suntugchano/soon-toong-khan'-o,"from 4862 and 5177; to chance together, i.e. meet with (reach):--come at. see G4862 see G5177"
G4941,Suntuche/soon-too'-khay,"from 4940; an accident; Syntyche, a Christian female:-- Syntyche. see G4940"
G4942,sunupokrinomai/soon-oo-pok-rin'-om- ahee,from 4862 and 5271; to act hypocritically in concert with:--dissemble with. see G4862 see G5271
G4943,sunupourgeo/soon-oop-oorg-eh'-o,"from 4862 and a derivative of a compound of 5259 and the base of 2041; to be a co-auxiliary, i.e. assist:--help together. see G4862 see G5259 see G2041"
G4944,sunodino/soon-o-dee'-no,"from 4862 and 5605; to have (parturition) pangs in company (concert, simultaneously) with, i.e. (figuratively) to sympathize (in expectation of relief from suffering):--travail in pain together. see G4862 see G5605"
G4945,sunomosia/soon-o-mos-ee'-ah,"from a compound of 4862 and 3660; a swearing together, i.e. (by implication) a plot:--comspiracy. see G4862 see G3660"
G4946,Surakousai/soo-rak'-oo-sahee,"plural of uncertain derivation; Syracuse, the capital of Sicily:--Syracuse."
G4947,Suria/soo-ree'-ah,"probably of Hebrew origin (6865); Syria (i.e. Tsyria or Tyre), a region of Asia:--Syria. see H6865"
G4948,Suros/soo'-ros,"from the same as 4947; a Syran (i.e. probably Tyrian), a native of Syria:-- Syrian. see G4947"
G4949,Surophoinissa/soo-rof-oy'-nis-sah,feminine of a compound of 4948 and the same as
G4961,sustratiotes/soos-trat-ee-o'-tace,"from 4862 and 4757; a co-campaigner, i.e. (figuratively) an associate in Christian toil:--fellowsoldier. see G4862 see G4757"
G4962,sustrepho/soos-tref'-o,"from 4862 and 4762; to twist together, i.e. collect (a bundle, a crowd):--gather. see G4862 see G4762"
G4963,sustrophe/soos-trof-ay',"from 4962; a twisting together, i.e. (figuratively) a secret coalition, riotous crowd:--+ band together, concourse. see G4962"
G4964,suschematizo/soos-khay-mat-id'-zo,"from 4862 and a derivative of 4976; to fashion alike, i.e. conform to the same pattern (figuratively):--conform to, fashion self according to. see G4862 see G4976"
G4965,Suchar/soo-khar',"of Hebrew origin (7941); Sychar (i.e. Shekar), a place in Palestine:-- Sychar. see H7941"
G4966,Suchem/soo-khem',"of Hebrew origin (7927); Sychem (i.e. Shekem), the name of a Canaanite and of a place in Palestine:--Sychem. see H7927"
G4967,sphage/sfag-ay',"from 4969; butchery (of animals for food or sacrifice, or (figuratively) of men (destruction)):--slaughter. see G4969"
G4968,sphagion/sfag'-ee-on,neuter of a derivative of 4967; a victim (in sacrifice):--slain beast. see G4967
G4969,sphazo/sfad'-zo,"a primary verb; to butcher (especially an animal for food or in sacrifice) or (generally) to slaughter, or (specially), to maim (violently):--kill, slay, wound."
G4970,sphodra/sfod'-rah,"neuter plural of sphodros (violent; of uncertain derivation) as adverb; vehemently, i.e. in a high degree, much:-- exceeding(-ly), greatly, sore, very."
G4971,sphodros/sfod-roce',adverb from the same as 4970; very much:--exceedingly. see G4970
G4972,sphragizo/sfrag-id'-zo,from 4973; to stamp (with a signet or private mark) for security or preservation (literally or figuratively); by
G4983,soma/so'-mah,"from 4982; the body (as a sound whole), used in a very wide application, literally or figuratively:--bodily, body, slave. see G4982"
G4984,somatikos/so-mat-ee-kos',from 4983; corporeal or physical:--bodily. see G4983
G4985,somatikos/so-mat-ee-koce',adverb from 4984; corporeally or physically:--bodily. see G4984
G4986,Sopatros/so'-pat-ros,"from the base of 4982 and 3962; of a safe father; Sopatrus, a Christian:--Sopater. Compare 4989. see G4982 see G3962 see G4989"
G4987,soreuo/sore-yoo'-o,"from another form of 4673; to pile up (literally or figuratively):--heap, load. see G4673"
G4988,Sosthenes/soce-then'-ace,"from the base of 4982 and that of 4599; of safe strength; Sosthenes, a Christian:--Sosthenes. see G4982 see G4599"
G4989,Sosipatros/so-sip'-at-ros,"prolongation for 4986; Sosipatrus, a Christian:--Sosipater. see G4986"
G4990,soter/so-tare',"from 4982; a deliverer, i.e. God or Christ:--saviour. see G4982"
G4991,soteria/so-tay-ree'-ah,"feminine of a derivative of 4990 as (properly, abstract) noun; rescue or safety (physically or morally):--deliver, health, salvation, save, saving. see G4990"
G4992,soterion/so-tay'-ree-on,"neuter of the same as 4991 as (properly, concretely) noun; defender or (by implication) defence:--salvation. see G4991"
G4993,sophroneo/so-fron-eh'-o,"from 4998; to be of sound mind, i.e. sane, (figuratively) moderate:--be in right mind, be sober (minded), soberly. see G4998"
G4994,sophronizo/so-fron-id'-zo,"from 4998; to make of sound mind, i.e. (figuratively) to discipline or correct:--teach to be sober. see G4998"
G4995,sophronismos/so-fron-is-mos',"from 4994; discipline, i.e. self-control:--sound mind. see G4994"
G5008,talitha/tal-ee-thah',"of Chaldee origin (compare 2924); the fresh, i.e. young girl; talitha (O maiden):--talitha. see H2924"
G5009,tameion/tam-i'-on,"neuter contraction of a presumed derivative of tamias (a dispenser or distributor; akin to temno, to cut); a dispensary or magazine, i.e. a chamber on the ground-floor or interior of an Oriental house (generally used for storage or privacy, a spot for retirement):--secret chamber, closet, storehouse."
G5010,taxis/tax'-is,"from 5021; regular arrangement, i.e. (in time) fixed succession (of rank or character), official dignity:--order. see G5021"
G5011,tapeinos/tap-i-nos',"of uncertain derivation; depressed, i.e. (figuratively) humiliated (in circumstances or disposition):--base, cast down, humble, of low degree (estate), lowly."
G5012,tapeinophrosune/tap-i-nof-ros-oo'- nay,"from a compound of 5011 and the base of 5424; humiliation of mind, i.e. modesty:-- humbleness of mind, humility (of mind, loneliness (of mind). see G5011 see G5424"
G5013,tapeinoo/tap-i-no'-o,"from 5011; to depress; figuratively, to humiliate (in condition or heart):--abase, bring low, humble (self). see G5011"
G5014,tapeinosis/tap-i'-no-sis,"from 5013; depression (in rank or feeling):--humiliation, be made low, low estate, vile. see G5013"
G5015,tarasso/tar-as'-so,of uncertain affinity; to stir or agitate (roil water):--trouble.
G5016,tarache/tar-akh-ay',"feminine from 5015; disturbance, i.e. (of water) roiling, or (of a mob) sedition:--trouble(-ing). see G5015"
G5017,tarachos/tar'-akh-os,"masculine from 5015; a disturbance, i.e. (popular) tumult:--stir. see G5015"
G5018,Tarseus/tar-syoos',"from 5019; a Tarsean, i.e. native of Tarsus:--of Tarsus. see G5019"
G5019,Tarsos/tar-sos',"perhaps the same as tarsos (a flat basket); Tarsus, a place in Asia Minor:--Tarsus."
G5032,tachion/takh'-ee-on,"neuter singular of the comparative of 5036 (as adverb); more swiftly, i.e. (in manner) more rapidly, or (in time) more speedily:--out (run), quickly, shortly, sooner. see G5036"
G5033,tachista/takh'-is-tah,"neuter plural of the superlative of 5036 (as adverb); most quickly, i.e. (with 5613 prefixed) as soon as possible:--+ with all speed. see G5036 see G5613"
G5034,tachos/takh'-os,"from the same as 5036; a brief space (of time), i.e. (with 1722 prefixed) in haste:--+ quickly, + shortly, + speedily. see G5036 see G1722"
G5035,tachu/takh-oo',"neuter singular of 5036 (as adverb); shortly, i.e. without delay, soon, or (by surprise) suddenly, or (by implication, of ease) readily:--lightly, quickly. see G5036"
G5036,tachus/takh-oos',"of uncertain affinity; fleet, i.e. (figuratively) prompt or ready:--swift."
G5037,te/teh,"a primary particle (enclitic) of connection or addition; both or also (properly, as correlation of 2532):--also, and, both, even, then, whether. Often used in composition, usually as the latter participle. see G2532"
G5038,teichos/ti'-khos,akin to the base of 5088; a wall (as formative of a house):--wall. see G5088
G5039,tekmerion/tek-may'-ree-on,"neuter of a presumed derivative of tekmar (a goal or fixed limit); a token (as defining a fact), i.e. criterion of certainty:--infallible proof."
G5040,teknion/tek-nee'-on,"diminutive of 5043; an infant, i.e. (plural figuratively) darlings (Christian converts):--little children. see G5043"
G5041,teknogoneo/tek-nog-on-eh'-o,"from a compound of 5043 and the base of 1096; to be a child-bearer, i.e. parent (mother):--bear children. see G5043 see G1096"
G5042,teknogonia/tek-nog-on-ee'-ah,"from the same as 5041; childbirth (parentage), i.e. (by implication) maternity (the performance of maternal duties):--childbearing. see G5041"
G5055,teleo/tel-eh'-o,"from 5056; to end, i.e. complete, execute, conclude, discharge (a debt):-- accomplish, make an end, expire, fill up, finish, go over, pay, perform. see G5056"
G5056,telos/tel'-os,"from a primary tello (to set out for a definite point or goal); properly, the point aimed at as a limit, i.e. (by implication) the conclusion of an act or state (termination (literally, figuratively or indefinitely), result (immediate, ultimate or prophetic), purpose); specially, an impost or levy (as paid):--+ continual, custom, end(- ing), finally, uttermost. Compare 5411. see G5411"
G5057,telones/tel-o'-nace,"from 5056 and 5608; a tax-farmer, i.e. collector of public revenue:- -publican. see G5056 see G5608"
G5058,telonion/tel-o'-nee-on,neuter of a presumed derivative of 5057; a tax-gatherer's place of business:--receipt of custom. see G5057
G5059,teras/ter'-as,of uncertain affinity; a prodigy or omen:--wonder.
G5060,Tertios/ter'-tee-os,"of Latin origin; third; Tertius, a Christian:--Tertius."
G5061,Tertullos/ter'-tool-los,"of uncertain derivation; Tertullus, a Roman:--Tertullus."
G5062,tessarakonta/tes-sar-ak'-on-tah,the decade of 5064; forty:--forty. see G5064
G5063,tessarakontaetes/tes-sar-ak-on-tah-et- ace',"from 5062 and 2094; of forty years of age:--(+ full, of) forty years (old). see G5062 see G2094"
G5064,"tessares/tes'-sar-es,/or/neuter",a plural number; four:--four.
G5065,tessareskaidekatos/tes-sar-es-kahee- dek'-at-os,from 5064 and 2532 and 1182; fourteenth:--fourteenth. see G5064 see G2532 see G1182
G5066,tetartaios/tet-ar-tah'-yos,from 5064; pertaining to the fourth day:--four days. see G5064
G5067,tetartos/tet'-ar-tos,ordinal from 5064; fourth:--four(-th). see G5064
G5068,tetragonos/tet-rag'-o-nos,"from 5064 and 1137; four-cornered, i.e. square:--foursquare. see G5064 see G1137 -so great, so mighty. see G3588 see G2245 see G3778"
G5083,tereo/tay-reh'-o,"from teros (a watch; perhaps akin to 2334); to guard (from loss or injury, properly, by keeping the eye upon; and thus differing from 5442, which is properly to prevent escaping; and from 2892, which implies a fortress or full military lines of apparatus), i.e. to note (a prophecy; figuratively, to fulfil a command); by implication, to detain (in custody; figuratively, to maintain); by extension, to withhold (for personal ends; figuratively, to keep unmarried); by extension, to withhold (for personal ends; figuratively, to keep unmarried):--hold fast, keep(- er), (pre-, re-)serve, watch. see G2334 see G5442 see G2892"
G5084,teresis/tay'-ray-sis,"from 5083; a watching, i.e. (figuratively) observance, or (concretely) a prison:--hold. see G5083"
G5085,Tiberias/tib-er-ee-as',"from 5086; Tiberias, the name of a town and a lake in Palestine:--Tiberias. see G5086"
G5086,Tiberios/tib-er'-ee-os,"of Latin origin; probably pertaining to the river Tiberis or Tiber; Tiberius, a Roman emperor:--Tiberius."
G5087,"tithemi/tith'-ay-mee, a prolonged form of a primary","certain tenses) to place (in the widest application, literally and figuratively; properly, in a passive or horizontal posture, and thus different from 2476, which properly denotes an upright and active position, while 2749 is properly reflexive and utterly prostrate):--+ advise, appoint, bow, commit, conceive, give, X kneel down, lay (aside, down, up), make, ordain, purpose, put, set (forth), settle, sink down. see G2476 see G2749"
G5088,tikto/tik'-to,"a strengthened form of a primary teko tek'-o (which is used only as alternate in certain tenses); to produce (from seed, as a mother, a plant, the earth, etc.), literally or figuratively:--bear, be born, bring forth, be delivered, be in travail."
